SaleId,Category,Product,Qty,Sale
IN-0180,Tshirts,Adidas Tshirt,8.0,1167
IN-0181,Water bottles,Cello Water bottles,3.0,699
IN-0182,Smart Phone,Vivo Smart Phone,7.0,644
IN-0183,Jeans,Mufti Jeans,10.0,752
IN-0184,Jeans,Lee Jeans,3.0,752
IN-0185,Perfumes,Wild Stone Perfumes,7.0,821
IN-0186,Smart Phone,Samsung Smart Phone,9.0,968
IN-0187,Water bottles,Aquafina Water bottles,8.0,648
IN-0188,Shoes,Woodland Shoes,10.0,616
IN-0189,Smart Phone,Redmi Smart Phone,4.0,1050
IN-0190,Smart Phone,Vivo Smart Phone,3.0,1063
IN-0191,Tshirts,Adidas Tshirt,1.0,1167
IN-0192,Tshirts,Nike Tshirt,5.0,923
IN-0193,Shoes,Adidas Shoes,1.0,882
IN-0194,Smart Phone,iPhone Smart Phone,9.0,1056
IN-0195,Tshirts,Nike Tshirt,4.0,923
IN-0196,Jeans,Levi's Jeans,5.0,567
IN-0197,Water bottles,Aquafina Water bottles,5.0,665
IN-0198,Tshirts,Peter England Tshirt,9.0,534
IN-0199,Smart Phone,Redmi Smart Phone,6.0,1050
IN-0200,Tshirts,Peter England Tshirt,,534
IN-0201,Tshirts,Peter England Tshirt,8.0,867
IN-0202,Shoes,Nike Shoes,1.0,534
IN-0203,Water bottles,Tupperware Water bottles,6.0,1005
IN-0204,Smart Phone,Redmi Smart Phone,10.0,1063
IN-0205,Smart Phone,OnePlus Smart Phone,8.0,1056
IN-0206,Jeans,Levi's Jeans,4.0,752
IN-0207,Tshirts,Zara Tshirt,2.0,867
IN-0208,Smart Phone,iPhone Smart Phone,6.0,1056
IN-0209,Shoes,Adidas Shoes,8.0,534
IN-0210,Shoes,Nike Shoes,5.0,1061
IN-0211,Tshirts,Peter England Tshirt,10.0,1068
IN-0212,Water bottles,Kinley Water bottles,2.0,665
IN-0213,Water bottles,Tupperware Water bottles,1.0,1005
IN-0214,Jeans,Pepe Jeans Jeans,2.0,895
IN-0215,Tshirts,Adidas Tshirt,5.0,1068
IN-0216,Tshirts,Puma Tshirt,1.0,1068
IN-0217,Smart Phone,Redmi Smart Phone,7.0,968
IN-0218,Tshirts,Puma Tshirt,1.0,1068
IN-0219,Smart Phone,iPhone Smart Phone,1.0,1056
IN-0220,Jeans,Wrangler Jeans,5.0,839
IN-0221,Shoes,Adidas Shoes,8.0,1061
IN-0222,Perfumes,Denver Perfumes,1.0,936
IN-0223,Perfumes,AXE Perfumes,7.0,936
IN-0224,Shoes,Nike Shoes,7.0,534
IN-0225,Perfumes,AXE Perfumes,1.0,821
IN-0226,Shoes,Adidas Shoes,10.0,534
IN-0227,Perfumes,Fogg Perfumes,5.0,821
IN-0228,Perfumes,Wild Stone Perfumes,,936
IN-0229,Water bottles,Milton Water bottles,10.0,699
IN-0230,Jeans,Lee Jeans,4.0,653
IN-0231,Water bottles,Kinley Water bottles,9.0,1005
IN-0232,Tshirts,Zara Tshirt,10.0,867
IN-0233,Perfumes,AXE Perfumes,6.0,821
IN-0234,Smart Phone,Redmi Smart Phone,10.0,968
IN-0235,Jeans,Wrangler Jeans,2.0,567
IN-0236,Tshirts,Zara Tshirt,3.0,742
IN-0237,Perfumes,AXE Perfumes,9.0,972
IN-0238,Tshirts,Nike Tshirt,4.0,867
IN-0239,Shoes,Nike Shoes,4.0,616
IN-0240,Jeans,Mufti Jeans,8.0,895
IN-0241,Perfumes,Fogg Perfumes,2.0,821
IN-0242,Perfumes,Wild Stone Perfumes,5.0,821
IN-0243,Shoes,Bata Shoes,4.0,534
IN-0244,Shoes,Reebok Shoes,2.0,882
IN-0245,Perfumes,Fogg Perfumes,5.0,972
IN-0246,Shoes,Woodland Shoes,8.0,882
IN-0247,Tshirts,Zara Tshirt,4.0,1068
IN-0248,Smart Phone,Redmi Smart Phone,5.0,644
IN-0249,Water bottles,Tupperware Water bottles,4.0,648
IN-0250,Perfumes,Park Avenue Perfumes,3.0,972
IN-0251,Tshirts,Puma Tshirt,5.0,923
IN-0252,Water bottles,Aquafina Water bottles,3.0,699
IN-0253,Water bottles,Kinley Water bottles,6.0,665
IN-0254,Smart Phone,Redmi Smart Phone,4.0,968
IN-0255,Water bottles,Milton Water bottles,2.0,1005
IN-0256,Smart Phone,Samsung Smart Phone,6.0,830
IN-0257,Smart Phone,iPhone Smart Phone,10.0,1056
IN-0258,Jeans,Mufti Jeans,4.0,839
IN-0259,Jeans,Pepe Jeans Jeans,1.0,752
IN-0260,Smart Phone,iPhone Smart Phone,5.0,644
IN-0261,Smart Phone,Samsung Smart Phone,6.0,644
IN-0262,Tshirts,Adidas Tshirt,4.0,867
IN-0263,Water bottles,Kinley Water bottles,,665
IN-0264,Jeans,Wrangler Jeans,4.0,653
IN-0265,Perfumes,Wild Stone Perfumes,2.0,1098
IN-0266,Jeans,Pepe Jeans Jeans,10.0,653
IN-0267,Jeans,Wrangler Jeans,4.0,895
IN-0268,Water bottles,Cello Water bottles,5.0,665
IN-0269,Tshirts,Zara Tshirt,6.0,923
IN-0270,Tshirts,Puma Tshirt,10.0,1068
IN-0271,Shoes,Bata Shoes,4.0,882
IN-0272,Perfumes,Wild Stone Perfumes,,936
IN-0273,Jeans,Lee Jeans,5.0,1045
IN-0274,Tshirts,Peter England Tshirt,6.0,1068
IN-0275,Perfumes,Fogg Perfumes,8.0,821
IN-0276,Water bottles,Cello Water bottles,7.0,544
IN-0277,Shoes,Adidas Shoes,2.0,1061
IN-0278,Smart Phone,OnePlus Smart Phone,2.0,830
IN-0279,Water bottles,Tupperware Water bottles,8.0,1005
IN-0280,Jeans,Wrangler Jeans,9.0,752
IN-0281,Shoes,Nike Shoes,6.0,534
IN-0282,Shoes,Adidas Shoes,3.0,757
IN-0283,Water bottles,Cello Water bottles,10.0,905
IN-0284,Perfumes,AXE Perfumes,1.0,936
IN-0285,Smart Phone,OnePlus Smart Phone,,1050
IN-0286,Shoes,Adidas Shoes,2.0,882
IN-0287,Jeans,Lee Jeans,1.0,567
IN-0288,Shoes,Adidas Shoes,3.0,1061
IN-0289,Perfumes,Park Avenue Perfumes,,821
IN-0290,Jeans,Wrangler Jeans,4.0,895
IN-0291,Water bottles,Tupperware Water bottles,2.0,1005
IN-0292,Water bottles,Kinley Water bottles,4.0,1005
IN-0293,Shoes,Adidas Shoes,2.0,534
IN-0294,Water bottles,Milton Water bottles,3.0,544
IN-0295,Shoes,Reebok Shoes,10.0,1061
IN-0296,Tshirts,Zara Tshirt,6.0,742
IN-0297,Perfumes,Wild Stone Perfumes,5.0,972
IN-0298,Tshirts,Nike Tshirt,8.0,867
IN-0299,Tshirts,Peter England Tshirt,7.0,923
IN-0300,Perfumes,AXE Perfumes,1.0,1098
